,ID,run,img_pair,choice,side,outcome,matched,RT,a_learnedprob_correct,b_learnedprob_correct,c_learnedprob_correct,d_learnedprob_correct,e_learnedprob_correct,f_learnedprob_correct,reinforcer_response
0,68,run01,EF,F,2,reward,mismatched,1.567760,,,,,,1.0,
1,68,run01,EF,E,2,punish,mismatched,1.567925,,,,,,1.0,explore_reward
2,68,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
3,68,run01,AB,B,2,punish,matched,1.630530,1.0,,,,,,
4,68,run01,AB,B,1,punish,matched,1.594504,1.0,,,,,,explore_punish
5,68,run01,EF,F,2,reward,mismatched,1.594131,,,,,,1.0,miss_response
6,68,run01,AB,A,2,punish,mismatched,1.592090,,0.3333333333333333,,,,,exploit_punish
7,68,run01,AB,B,2,punish,matched,1.589394,0.75,,,,,,exploit_punish
8,68,run01,AB,B,1,punish,matched,1.605253,0.8,,,,,,explore_punish
9,68,run01,CD,D,1,punish,matched,1.585709,,,1.0,,,,
10,68,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
11,68,run01,CD,C,1,reward,matched,1.599483,,,1.0,,,,exploit_punish
12,68,run01,EF,F,1,punish,matched,1.582331,,,,,0.25,,miss_response
13,68,run01,AB,B,2,punish,matched,1.596299,0.8333333333333334,,,,,,explore_punish
14,68,run01,AB,A,1,reward,matched,1.612399,0.8571428571428571,,,,,,exploit_punish
15,68,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
16,68,run01,EF,E,1,reward,matched,1.591994,,,,,0.4,,miss_response
17,68,run01,CD,C,1,punish,mismatched,1.607639,,,,0.3333333333333333,,,exploit_reward
18,68,run01,CD,C,2,punish,mismatched,1.604457,,,,0.5,,,explore_punish
19,68,run01,EF,E,1,punish,mismatched,1.603705,,,,,,0.6666666666666666,exploit_reward
20,68,run01,EF,F,2,punish,matched,1.600992,,,,,0.42857142857142855,,exploit_punish
21,68,run01,EF,E,1,reward,matched,1.600374,,,,,0.5,,exploit_punish
22,68,run01,AB,B,2,reward,mismatched,1.598936,,0.25,,,,,explore_reward
23,68,run01,CD,D,1,punish,matched,1.613846,,,0.6,,,,exploit_punish
24,68,run01,EF,E,2,reward,matched,1.594254,,,,,0.5555555555555556,,exploit_reward
25,68,run01,CD,C,2,reward,matched,1.592263,,,0.6666666666666666,,,,exploit_punish
26,68,run02,CD,C,1,punish,mismatched,1.584333,,,,0.42857142857142855,,,exploit_reward
27,68,run02,EF,E,2,punish,mismatched,1.550389,,,,,,0.5,exploit_reward
28,68,run02,AB,A,1,reward,matched,1.582114,0.7777777777777778,,,,,,explore_reward
